date,product,opening_stock,units_produced,units_dispatched,closing_stock,lost_demand,stockout_flag
2025-06-12,Vanilla Shake,39,1,40,0,57,Yes
2025-06-12,Chocolate Shake,37,104,107,34,0,No
2025-06-12,Banana Shake,0,57,57,0,12,Yes
2025-06-13,Vanilla Shake,0,114,114,0,21,Yes
2025-06-13,Chocolate Shake,34,98,115,17,0,No
2025-06-13,Banana Shake,0,65,65,0,1,Yes
2025-06-14,Vanilla Shake,0,108,108,0,35,Yes
2025-06-14,Chocolate Shake,17,100,81,36,0,No
2025-06-14,Banana Shake,0,55,55,0,11,Yes
2025-06-15,Vanilla Shake,0,109,109,0,6,Yes
2025-06-15,Chocolate Shake,36,96,88,44,0,No
2025-06-15,Banana Shake,0,55,55,0,17,Yes
2025-06-16,Vanilla Shake,0,111,111,0,7,Yes
2025-06-16,Chocolate Shake,44,98,85,57,0,No
2025-06-16,Banana Shake,0,5,5,0,60,Yes
2025-06-17,Vanilla Shake,0,103,103,0,9,Yes
2025-06-17,Chocolate Shake,57,91,110,38,0,No
2025-06-17,Banana Shake,0,9,9,0,54,Yes
2025-06-18,Vanilla Shake,0,124,124,0,18,Yes
2025-06-18,Chocolate Shake,38,106,97,47,0,No
2025-06-18,Banana Shake,0,3,3,0,51,Yes
2025-06-19,Vanilla Shake,0,108,108,0,3,Yes
2025-06-19,Chocolate Shake,47,91,94,44,0,No
2025-06-19,Banana Shake,0,55,55,0,5,Yes
2025-06-20,Vanilla Shake,0,122,115,7,0,No
2025-06-20,Chocolate Shake,44,99,103,40,0,No
2025-06-20,Banana Shake,0,61,60,1,0,No
2025-06-21,Vanilla Shake,7,5,12,0,119,Yes
2025-06-21,Chocolate Shake,40,97,109,28,0,No
2025-06-21,Banana Shake,1,59,53,7,0,No
2025-06-22,Vanilla Shake,0,101,101,0,20,Yes
2025-06-22,Chocolate Shake,28,10,38,0,60,Yes
2025-06-22,Banana Shake,7,56,63,0,2,Yes
2025-06-23,Vanilla Shake,0,102,96,6,0,No
2025-06-23,Chocolate Shake,0,95,95,0,10,Yes
2025-06-23,Banana Shake,0,63,60,3,0,No
2025-06-24,Vanilla Shake,6,111,103,14,0,No
2025-06-24,Chocolate Shake,0,91,91,0,8,Yes
2025-06-24,Banana Shake,3,16,19,0,52,Yes
2025-06-25,Vanilla Shake,14,112,115,11,0,No
2025-06-25,Chocolate Shake,0,92,92,0,14,Yes
2025-06-25,Banana Shake,0,59,59,0,5,Yes
2025-06-26,Vanilla Shake,11,106,115,2,0,No
2025-06-26,Chocolate Shake,0,105,105,0,5,Yes
2025-06-26,Banana Shake,0,61,57,4,0,No
2025-06-27,Vanilla Shake,2,124,126,0,16,Yes
2025-06-27,Chocolate Shake,0,101,82,19,0,No
2025-06-27,Banana Shake,4,55,59,0,8,Yes
2025-06-28,Vanilla Shake,0,112,112,0,23,Yes
2025-06-28,Chocolate Shake,19,105,115,9,0,No
2025-06-28,Banana Shake,0,55,55,0,0,Yes
2025-06-29,Vanilla Shake,0,111,111,0,25,Yes
2025-06-29,Chocolate Shake,9,99,95,13,0,No
2025-06-29,Banana Shake,0,7,7,0,46,Yes
2025-06-30,Vanilla Shake,0,104,104,0,11,Yes
2025-06-30,Chocolate Shake,13,102,85,30,0,No
2025-06-30,Banana Shake,0,55,55,0,9,Yes
2025-07-01,Vanilla Shake,0,28,28,0,86,Yes
2025-07-01,Chocolate Shake,30,98,85,43,0,No
2025-07-01,Banana Shake,0,61,61,0,8,Yes
2025-07-02,Vanilla Shake,0,122,122,0,11,Yes
2025-07-02,Chocolate Shake,43,90,109,24,0,No
2025-07-02,Banana Shake,0,58,58,0,4,Yes
2025-07-03,Vanilla Shake,0,34,34,0,81,Yes
2025-07-03,Chocolate Shake,24,103,120,7,0,No
2025-07-03,Banana Shake,0,59,59,0,15,Yes
2025-07-04,Vanilla Shake,0,116,116,0,16,Yes
2025-07-04,Chocolate Shake,7,98,84,21,0,No
2025-07-04,Banana Shake,0,63,57,6,0,No
2025-07-05,Vanilla Shake,0,108,108,0,6,Yes
2025-07-05,Chocolate Shake,21,101,120,2,0,No
2025-07-05,Banana Shake,6,6,12,0,56,Yes
2025-07-06,Vanilla Shake,0,116,108,8,0,No
2025-07-06,Chocolate Shake,2,109,85,26,0,No
2025-07-06,Banana Shake,0,9,9,0,45,Yes
2025-07-07,Vanilla Shake,8,13,21,0,102,Yes
2025-07-07,Chocolate Shake,26,93,99,20,0,No
2025-07-07,Banana Shake,0,65,60,5,0,No
2025-07-08,Vanilla Shake,0,105,105,0,3,Yes
2025-07-08,Chocolate Shake,20,92,89,23,0,No
2025-07-08,Banana Shake,5,65,66,4,0,No
2025-07-09,Vanilla Shake,0,113,113,0,9,Yes
2025-07-09,Chocolate Shake,23,96,111,8,0,No
2025-07-09,Banana Shake,4,60,52,12,0,No
2025-07-10,Vanilla Shake,0,118,109,9,0,No
2025-07-10,Chocolate Shake,8,102,100,10,0,No
2025-07-10,Banana Shake,12,58,63,7,0,No
2025-07-11,Vanilla Shake,9,118,127,0,2,Yes
2025-07-11,Chocolate Shake,10,108,96,22,0,No
2025-07-11,Banana Shake,7,60,61,6,0,No
2025-07-12,Vanilla Shake,0,29,29,0,76,Yes
2025-07-12,Chocolate Shake,22,95,88,29,0,No
2025-07-12,Banana Shake,6,10,16,0,53,Yes
2025-07-13,Vanilla Shake,0,101,101,0,39,Yes
2025-07-13,Chocolate Shake,29,99,101,27,0,No
2025-07-13,Banana Shake,0,64,53,11,0,No
2025-07-14,Vanilla Shake,0,104,104,0,0,Yes
2025-07-14,Chocolate Shake,27,94,114,7,0,No
2025-07-14,Banana Shake,11,56,67,0,0,Yes
2025-07-15,Vanilla Shake,0,101,100,1,0,No
2025-07-15,Chocolate Shake,7,99,80,26,0,No
2025-07-15,Banana Shake,0,60,52,8,0,No
2025-07-16,Vanilla Shake,1,113,114,0,19,Yes
2025-07-16,Chocolate Shake,26,94,90,30,0,No
2025-07-16,Banana Shake,8,57,57,8,0,No
2025-07-17,Vanilla Shake,0,2,2,0,98,Yes
2025-07-17,Chocolate Shake,30,97,85,42,0,No
2025-07-17,Banana Shake,8,61,54,15,0,No
2025-07-18,Vanilla Shake,0,106,106,0,11,Yes
2025-07-18,Chocolate Shake,42,99,90,51,0,No
2025-07-18,Banana Shake,15,58,71,2,0,No
2025-07-19,Vanilla Shake,0,109,109,0,7,Yes
2025-07-19,Chocolate Shake,51,5,56,0,42,Yes
2025-07-19,Banana Shake,2,56,58,0,3,Yes
2025-07-20,Vanilla Shake,0,13,13,0,87,Yes
2025-07-20,Chocolate Shake,0,97,96,1,0,No
2025-07-20,Banana Shake,0,55,55,0,15,Yes
2025-07-21,Vanilla Shake,0,110,101,9,0,No
2025-07-21,Chocolate Shake,1,97,98,0,2,Yes
2025-07-21,Banana Shake,0,61,61,0,12,Yes
2025-07-22,Vanilla Shake,9,111,120,0,5,Yes
2025-07-22,Chocolate Shake,0,9,9,0,99,Yes
2025-07-22,Banana Shake,0,60,60,0,7,Yes
2025-07-23,Vanilla Shake,0,114,114,0,21,Yes
2025-07-23,Chocolate Shake,0,18,18,0,84,Yes
2025-07-23,Banana Shake,0,56,56,0,6,Yes
2025-07-24,Vanilla Shake,0,115,115,0,20,Yes
2025-07-24,Chocolate Shake,0,98,98,0,18,Yes
2025-07-24,Banana Shake,0,63,52,11,0,No
2025-07-25,Vanilla Shake,0,121,121,0,6,Yes
2025-07-25,Chocolate Shake,0,2,2,0,82,Yes
2025-07-25,Banana Shake,11,67,68,10,0,No
2025-07-26,Vanilla Shake,0,116,105,11,0,No
2025-07-26,Chocolate Shake,0,92,86,6,0,No
2025-07-26,Banana Shake,10,55,53,12,0,No
2025-07-27,Vanilla Shake,11,101,112,0,17,Yes
2025-07-27,Chocolate Shake,6,105,85,26,0,No
2025-07-27,Banana Shake,12,64,54,22,0,No
2025-07-28,Vanilla Shake,0,34,34,0,63,Yes
2025-07-28,Chocolate Shake,26,102,80,48,0,No
2025-07-28,Banana Shake,22,3,25,0,52,Yes
2025-07-29,Vanilla Shake,0,117,117,0,22,Yes
2025-07-29,Chocolate Shake,48,93,111,30,0,No
2025-07-29,Banana Shake,0,67,66,1,0,No
2025-07-30,Vanilla Shake,0,6,6,0,108,Yes
2025-07-30,Chocolate Shake,30,107,113,24,0,No
2025-07-30,Banana Shake,1,3,4,0,61,Yes
2025-07-31,Vanilla Shake,0,6,6,0,120,Yes
2025-07-31,Chocolate Shake,24,2,26,0,83,Yes
2025-07-31,Banana Shake,0,67,65,2,0,No
2025-08-01,Vanilla Shake,0,123,123,0,11,Yes
2025-08-01,Chocolate Shake,0,104,104,0,11,Yes
2025-08-01,Banana Shake,2,56,56,2,0,No
2025-08-02,Vanilla Shake,0,123,123,0,19,Yes
2025-08-02,Chocolate Shake,0,90,90,0,15,Yes
2025-08-02,Banana Shake,2,55,57,0,4,Yes
2025-08-03,Vanilla Shake,0,123,106,17,0,No
2025-08-03,Chocolate Shake,0,89,89,0,4,Yes
2025-08-03,Banana Shake,0,14,14,0,49,Yes
2025-08-04,Vanilla Shake,17,116,133,0,4,Yes
2025-08-04,Chocolate Shake,0,104,95,9,0,No
2025-08-04,Banana Shake,0,65,64,1,0,No
2025-08-05,Vanilla Shake,0,117,117,0,25,Yes
2025-08-05,Chocolate Shake,9,100,109,0,8,Yes
2025-08-05,Banana Shake,1,66,63,4,0,No
2025-08-06,Vanilla Shake,0,104,102,2,0,No
2025-08-06,Chocolate Shake,0,92,92,0,5,Yes
2025-08-06,Banana Shake,4,63,66,1,0,No
2025-08-07,Vanilla Shake,2,121,123,0,11,Yes
2025-08-07,Chocolate Shake,0,101,90,11,0,No
2025-08-07,Banana Shake,1,5,6,0,54,Yes
2025-08-08,Vanilla Shake,0,1,1,0,136,Yes
2025-08-08,Chocolate Shake,11,105,112,4,0,No
2025-08-08,Banana Shake,0,65,65,0,13,Yes
2025-08-09,Vanilla Shake,0,9,9,0,113,Yes
2025-08-09,Chocolate Shake,4,107,87,24,0,No
2025-08-09,Banana Shake,0,12,12,0,46,Yes
2025-08-10,Vanilla Shake,0,24,24,0,90,Yes
2025-08-10,Chocolate Shake,24,104,95,33,0,No
2025-08-10,Banana Shake,0,61,61,0,16,Yes
2025-08-11,Vanilla Shake,0,109,106,3,0,No
2025-08-11,Chocolate Shake,33,105,84,54,0,No
2025-08-11,Banana Shake,0,56,56,0,5,Yes
2025-08-12,Vanilla Shake,3,122,103,22,0,No
2025-08-12,Chocolate Shake,54,91,107,38,0,No
2025-08-12,Banana Shake,0,62,61,1,0,No
2025-08-13,Vanilla Shake,22,121,112,31,0,No
2025-08-13,Chocolate Shake,38,100,105,33,0,No
2025-08-13,Banana Shake,1,62,63,0,10,Yes
2025-08-14,Vanilla Shake,31,120,99,52,0,No
2025-08-14,Chocolate Shake,33,23,56,0,58,Yes
2025-08-14,Banana Shake,0,5,5,0,72,Yes
2025-08-15,Vanilla Shake,52,18,70,0,37,Yes
2025-08-15,Chocolate Shake,0,94,84,10,0,No
2025-08-15,Banana Shake,0,58,58,0,0,Yes
2025-08-16,Vanilla Shake,0,116,106,10,0,No
2025-08-16,Chocolate Shake,10,104,96,18,0,No
2025-08-16,Banana Shake,0,56,56,0,16,Yes
2025-08-17,Vanilla Shake,10,25,35,0,98,Yes
2025-08-17,Chocolate Shake,18,26,44,0,73,Yes
2025-08-17,Banana Shake,0,59,59,0,4,Yes
2025-08-18,Vanilla Shake,0,113,101,12,0,No
2025-08-18,Chocolate Shake,0,98,98,0,4,Yes
2025-08-18,Banana Shake,0,65,65,0,5,Yes
2025-08-19,Vanilla Shake,12,103,115,0,3,Yes
2025-08-19,Chocolate Shake,0,93,81,12,0,No
2025-08-19,Banana Shake,0,60,60,0,6,Yes
2025-08-20,Vanilla Shake,0,116,116,0,19,Yes
2025-08-20,Chocolate Shake,12,99,102,9,0,No
2025-08-20,Banana Shake,0,61,61,0,1,Yes
2025-08-21,Vanilla Shake,0,101,101,0,41,Yes
2025-08-21,Chocolate Shake,9,101,110,0,4,Yes
2025-08-21,Banana Shake,0,62,56,6,0,No
2025-08-22,Vanilla Shake,0,124,113,11,0,No
2025-08-22,Chocolate Shake,0,98,85,13,0,No
2025-08-22,Banana Shake,6,65,63,8,0,No
2025-08-23,Vanilla Shake,11,124,111,24,0,No
2025-08-23,Chocolate Shake,13,91,104,0,13,Yes
2025-08-23,Banana Shake,8,65,66,7,0,No
2025-08-24,Vanilla Shake,24,108,132,0,1,Yes
2025-08-24,Chocolate Shake,0,108,85,23,0,No
2025-08-24,Banana Shake,7,59,66,0,12,Yes
2025-08-25,Vanilla Shake,0,105,105,0,33,Yes
2025-08-25,Chocolate Shake,23,30,53,0,40,Yes
2025-08-25,Banana Shake,0,67,65,2,0,No
2025-08-26,Vanilla Shake,0,22,22,0,105,Yes
2025-08-26,Chocolate Shake,0,89,89,0,1,Yes
2025-08-26,Banana Shake,2,62,57,7,0,No
2025-08-27,Vanilla Shake,0,106,106,0,28,Yes
2025-08-27,Chocolate Shake,0,14,14,0,69,Yes
2025-08-27,Banana Shake,7,56,63,0,7,Yes
2025-08-28,Vanilla Shake,0,114,114,0,11,Yes
2025-08-28,Chocolate Shake,0,9,9,0,100,Yes
2025-08-28,Banana Shake,0,56,56,0,6,Yes
2025-08-29,Vanilla Shake,0,120,120,0,8,Yes
2025-08-29,Chocolate Shake,0,89,89,0,25,Yes
2025-08-29,Banana Shake,0,60,53,7,0,No
2025-08-30,Vanilla Shake,0,122,122,0,4,Yes
2025-08-30,Chocolate Shake,0,93,89,4,0,No
2025-08-30,Banana Shake,7,60,67,0,8,Yes
2025-08-31,Vanilla Shake,0,124,124,0,10,Yes
2025-08-31,Chocolate Shake,4,94,98,0,20,Yes
2025-08-31,Banana Shake,0,63,52,11,0,No
2025-09-01,Vanilla Shake,0,118,117,1,0,No
2025-09-01,Chocolate Shake,0,0,0,0,97,Yes
2025-09-01,Banana Shake,11,67,69,9,0,No
2025-09-02,Vanilla Shake,1,107,108,0,11,Yes
2025-09-02,Chocolate Shake,0,92,92,0,25,Yes
2025-09-02,Banana Shake,9,61,54,16,0,No
2025-09-03,Vanilla Shake,0,109,109,0,31,Yes
2025-09-03,Chocolate Shake,0,106,106,0,11,Yes
2025-09-03,Banana Shake,16,63,60,19,0,No
2025-09-04,Vanilla Shake,0,111,103,8,0,No
2025-09-04,Chocolate Shake,0,103,103,0,9,Yes
2025-09-04,Banana Shake,19,61,75,5,0,No
2025-09-05,Vanilla Shake,8,23,31,0,108,Yes
2025-09-05,Chocolate Shake,0,3,3,0,79,Yes
2025-09-05,Banana Shake,5,59,60,4,0,No
2025-09-06,Vanilla Shake,0,116,97,19,0,No
2025-09-06,Chocolate Shake,0,11,11,0,71,Yes
2025-09-06,Banana Shake,4,58,62,0,4,Yes
2025-09-07,Vanilla Shake,19,116,135,0,1,Yes
2025-09-07,Chocolate Shake,0,96,96,0,16,Yes
2025-09-07,Banana Shake,0,56,54,2,0,No
2025-09-08,Vanilla Shake,0,118,118,0,15,Yes
2025-09-08,Chocolate Shake,0,24,24,0,69,Yes
2025-09-08,Banana Shake,2,60,62,0,5,Yes
2025-09-09,Vanilla Shake,0,110,110,0,10,Yes
2025-09-09,Chocolate Shake,0,91,91,0,11,Yes
2025-09-09,Banana Shake,0,66,60,6,0,No
2025-09-10,Vanilla Shake,0,123,123,0,12,Yes
2025-09-10,Chocolate Shake,0,109,109,0,7,Yes
2025-09-10,Banana Shake,6,60,66,0,5,Yes
2025-09-11,Vanilla Shake,0,11,11,0,91,Yes
2025-09-11,Chocolate Shake,0,26,26,0,91,Yes
2025-09-11,Banana Shake,0,63,63,0,0,Yes
2025-09-12,Vanilla Shake,0,28,28,0,115,Yes
2025-09-12,Chocolate Shake,0,100,83,17,0,No
2025-09-12,Banana Shake,0,56,56,0,20,Yes
2025-09-13,Vanilla Shake,0,108,108,0,22,Yes
2025-09-13,Chocolate Shake,17,92,82,27,0,No
2025-09-13,Banana Shake,0,62,62,0,2,Yes
2025-09-14,Vanilla Shake,0,115,98,17,0,No
2025-09-14,Chocolate Shake,27,19,46,0,41,Yes
2025-09-14,Banana Shake,0,63,56,7,0,No
2025-09-15,Vanilla Shake,17,118,135,0,6,Yes
2025-09-15,Chocolate Shake,0,24,24,0,60,Yes
2025-09-15,Banana Shake,7,62,55,14,0,No
2025-09-16,Vanilla Shake,0,108,103,5,0,No
2025-09-16,Chocolate Shake,0,5,5,0,103,Yes
2025-09-16,Banana Shake,14,59,56,17,0,No
2025-09-17,Vanilla Shake,5,122,127,0,1,Yes
2025-09-17,Chocolate Shake,0,2,2,0,107,Yes
2025-09-17,Banana Shake,17,61,55,23,0,No
2025-09-18,Vanilla Shake,0,119,99,20,0,No
2025-09-18,Chocolate Shake,0,92,92,0,0,Yes
2025-09-18,Banana Shake,23,55,64,14,0,No
2025-09-19,Vanilla Shake,20,106,122,4,0,No
2025-09-19,Chocolate Shake,0,99,99,0,6,Yes
2025-09-19,Banana Shake,14,56,70,0,5,Yes
2025-09-20,Vanilla Shake,4,105,109,0,25,Yes
2025-09-20,Chocolate Shake,0,96,96,0,7,Yes
2025-09-20,Banana Shake,0,65,52,13,0,No
2025-09-21,Vanilla Shake,0,33,33,0,106,Yes
2025-09-21,Chocolate Shake,0,105,105,0,7,Yes
2025-09-21,Banana Shake,13,63,63,13,0,No
2025-09-22,Vanilla Shake,0,116,116,0,13,Yes
2025-09-22,Chocolate Shake,0,1,1,0,86,Yes
2025-09-22,Banana Shake,13,58,71,0,0,Yes
2025-09-23,Vanilla Shake,0,113,113,0,16,Yes
2025-09-23,Chocolate Shake,0,24,24,0,80,Yes
2025-09-23,Banana Shake,0,1,1,0,57,Yes
2025-09-24,Vanilla Shake,0,15,15,0,90,Yes
2025-09-24,Chocolate Shake,0,21,21,0,86,Yes
2025-09-24,Banana Shake,0,62,61,1,0,No
2025-09-25,Vanilla Shake,0,103,103,0,13,Yes
2025-09-25,Chocolate Shake,0,109,89,20,0,No
2025-09-25,Banana Shake,1,62,63,0,2,Yes
2025-09-26,Vanilla Shake,0,115,115,0,7,Yes
2025-09-26,Chocolate Shake,20,95,91,24,0,No
2025-09-26,Banana Shake,0,63,60,3,0,No
2025-09-27,Vanilla Shake,0,0,0,0,135,Yes
2025-09-27,Chocolate Shake,24,100,83,41,0,No
2025-09-27,Banana Shake,3,58,60,1,0,No
2025-09-28,Vanilla Shake,0,124,101,23,0,No
2025-09-28,Chocolate Shake,41,98,119,20,0,No
2025-09-28,Banana Shake,1,60,61,0,3,Yes
2025-09-29,Vanilla Shake,23,18,41,0,59,Yes
2025-09-29,Chocolate Shake,20,2,22,0,93,Yes
2025-09-29,Banana Shake,0,65,59,6,0,No
2025-09-30,Vanilla Shake,0,101,101,0,14,Yes
2025-09-30,Chocolate Shake,0,109,109,0,9,Yes
2025-09-30,Banana Shake,6,62,68,0,8,Yes
2025-10-01,Vanilla Shake,0,120,120,0,22,Yes
2025-10-01,Chocolate Shake,0,101,93,8,0,No
2025-10-01,Banana Shake,0,57,55,2,0,No
2025-10-02,Vanilla Shake,0,114,114,0,27,Yes
2025-10-02,Chocolate Shake,8,23,31,0,67,Yes
2025-10-02,Banana Shake,2,67,60,9,0,No
2025-10-03,Vanilla Shake,0,13,13,0,125,Yes
2025-10-03,Chocolate Shake,0,90,90,0,13,Yes
2025-10-03,Banana Shake,9,0,9,0,65,Yes
2025-10-04,Vanilla Shake,0,107,107,0,6,Yes
2025-10-04,Chocolate Shake,0,102,80,22,0,No
2025-10-04,Banana Shake,0,6,6,0,70,Yes
2025-10-05,Vanilla Shake,0,101,98,3,0,No
2025-10-05,Chocolate Shake,22,105,112,15,0,No
2025-10-05,Banana Shake,0,65,63,2,0,No
2025-10-06,Vanilla Shake,3,117,102,18,0,No
2025-10-06,Chocolate Shake,15,108,89,34,0,No
2025-10-06,Banana Shake,2,4,6,0,69,Yes
2025-10-07,Vanilla Shake,18,119,97,40,0,No
2025-10-07,Chocolate Shake,34,99,111,22,0,No
2025-10-07,Banana Shake,0,64,55,9,0,No
2025-10-08,Vanilla Shake,40,111,117,34,0,No
2025-10-08,Chocolate Shake,22,7,29,0,57,Yes
2025-10-08,Banana Shake,9,56,61,4,0,No
2025-10-09,Vanilla Shake,34,123,127,30,0,No
2025-10-09,Chocolate Shake,0,94,88,6,0,No
2025-10-09,Banana Shake,4,55,59,0,8,Yes
2025-10-10,Vanilla Shake,30,14,44,0,92,Yes
2025-10-10,Chocolate Shake,6,89,95,0,17,Yes
2025-10-10,Banana Shake,0,59,57,2,0,No
2025-10-11,Vanilla Shake,0,111,111,0,15,Yes
2025-10-11,Chocolate Shake,0,97,95,2,0,No
2025-10-11,Banana Shake,2,56,58,0,1,Yes
2025-10-12,Vanilla Shake,0,114,114,0,8,Yes
2025-10-12,Chocolate Shake,2,90,81,11,0,No
2025-10-12,Banana Shake,0,62,57,5,0,No
2025-10-13,Vanilla Shake,0,34,34,0,72,Yes
2025-10-13,Chocolate Shake,11,97,86,22,0,No
2025-10-13,Banana Shake,5,59,64,0,3,Yes
2025-10-14,Vanilla Shake,0,108,108,0,25,Yes
2025-10-14,Chocolate Shake,22,101,92,31,0,No
2025-10-14,Banana Shake,0,56,54,2,0,No
2025-10-15,Vanilla Shake,0,120,120,0,6,Yes
2025-10-15,Chocolate Shake,31,109,87,53,0,No
2025-10-15,Banana Shake,2,9,11,0,66,Yes
2025-10-16,Vanilla Shake,0,110,110,0,17,Yes
2025-10-16,Chocolate Shake,53,1,54,0,48,Yes
2025-10-16,Banana Shake,0,57,57,0,0,Yes
2025-10-17,Vanilla Shake,0,113,113,0,12,Yes
2025-10-17,Chocolate Shake,0,92,92,0,20,Yes
2025-10-17,Banana Shake,0,58,53,5,0,No
2025-10-18,Vanilla Shake,0,101,101,0,29,Yes
2025-10-18,Chocolate Shake,0,98,98,0,3,Yes
2025-10-18,Banana Shake,5,64,63,6,0,No
2025-10-19,Vanilla Shake,0,18,18,0,105,Yes
2025-10-19,Chocolate Shake,0,16,16,0,99,Yes
2025-10-19,Banana Shake,6,7,13,0,45,Yes
2025-10-20,Vanilla Shake,0,116,116,0,13,Yes
2025-10-20,Chocolate Shake,0,97,80,17,0,No
2025-10-20,Banana Shake,0,12,12,0,46,Yes
2025-10-21,Vanilla Shake,0,102,102,0,20,Yes
2025-10-21,Chocolate Shake,17,102,80,39,0,No
2025-10-21,Banana Shake,0,55,55,0,5,Yes
2025-10-22,Vanilla Shake,0,104,104,0,6,Yes
2025-10-22,Chocolate Shake,39,92,99,32,0,No
2025-10-22,Banana Shake,0,67,61,6,0,No
2025-10-23,Vanilla Shake,0,22,22,0,91,Yes
2025-10-23,Chocolate Shake,32,99,99,32,0,No
2025-10-23,Banana Shake,6,61,67,0,3,Yes
2025-10-24,Vanilla Shake,0,104,104,0,33,Yes
2025-10-24,Chocolate Shake,32,100,101,31,0,No
2025-10-24,Banana Shake,0,58,58,0,4,Yes
2025-10-25,Vanilla Shake,0,117,117,0,23,Yes
2025-10-25,Chocolate Shake,31,89,103,17,0,No
2025-10-25,Banana Shake,0,65,65,0,3,Yes
2025-10-26,Vanilla Shake,0,101,101,0,17,Yes
2025-10-26,Chocolate Shake,17,102,97,22,0,No
2025-10-26,Banana Shake,0,63,63,0,1,Yes
2025-10-27,Vanilla Shake,0,116,102,14,0,No
2025-10-27,Chocolate Shake,22,93,115,0,5,Yes
2025-10-27,Banana Shake,0,61,61,0,5,Yes
2025-10-28,Vanilla Shake,14,112,126,0,9,Yes
2025-10-28,Chocolate Shake,0,91,91,0,17,Yes
2025-10-28,Banana Shake,0,58,57,1,0,No
2025-10-29,Vanilla Shake,0,109,109,0,4,Yes
2025-10-29,Chocolate Shake,0,109,96,13,0,No
2025-10-29,Banana Shake,1,66,54,13,0,No
2025-10-30,Vanilla Shake,0,121,107,14,0,No
2025-10-30,Chocolate Shake,13,90,103,0,14,Yes
2025-10-30,Banana Shake,13,64,71,6,0,No
2025-10-31,Vanilla Shake,14,110,115,9,0,No
2025-10-31,Chocolate Shake,0,98,98,0,9,Yes
2025-10-31,Banana Shake,6,62,68,0,4,Yes
2025-11-01,Vanilla Shake,9,124,123,10,0,No
2025-11-01,Chocolate Shake,0,109,109,0,6,Yes
2025-11-01,Banana Shake,0,59,59,0,0,Yes
2025-11-02,Vanilla Shake,10,122,132,0,12,Yes
2025-11-02,Chocolate Shake,0,22,22,0,86,Yes
2025-11-02,Banana Shake,0,66,54,12,0,No
2025-11-03,Vanilla Shake,0,117,107,10,0,No
2025-11-03,Chocolate Shake,0,100,95,5,0,No
2025-11-03,Banana Shake,12,57,55,14,0,No
2025-11-04,Vanilla Shake,10,120,112,18,0,No
2025-11-04,Chocolate Shake,5,96,101,0,15,Yes
2025-11-04,Banana Shake,14,14,28,0,32,Yes
2025-11-05,Vanilla Shake,18,17,35,0,88,Yes
2025-11-05,Chocolate Shake,0,22,22,0,91,Yes
2025-11-05,Banana Shake,0,58,58,0,14,Yes
2025-11-06,Vanilla Shake,0,111,111,0,10,Yes
2025-11-06,Chocolate Shake,0,103,90,13,0,No
2025-11-06,Banana Shake,0,4,4,0,53,Yes
2025-11-07,Vanilla Shake,0,7,7,0,100,Yes
2025-11-07,Chocolate Shake,13,3,16,0,91,Yes
2025-11-07,Banana Shake,0,55,55,0,19,Yes
2025-11-08,Vanilla Shake,0,117,103,14,0,No
2025-11-08,Chocolate Shake,0,93,93,0,24,Yes
2025-11-08,Banana Shake,0,56,56,0,19,Yes
2025-11-09,Vanilla Shake,14,101,115,0,22,Yes
2025-11-09,Chocolate Shake,0,91,89,2,0,No
2025-11-09,Banana Shake,0,59,59,0,4,Yes
2025-11-10,Vanilla Shake,0,15,15,0,113,Yes
2025-11-10,Chocolate Shake,2,103,82,23,0,No
2025-11-10,Banana Shake,0,2,2,0,63,Yes
2025-11-11,Vanilla Shake,0,114,99,15,0,No
2025-11-11,Chocolate Shake,23,108,101,30,0,No
2025-11-11,Banana Shake,0,63,57,6,0,No
2025-11-12,Vanilla Shake,15,23,38,0,85,Yes
2025-11-12,Chocolate Shake,30,94,99,25,0,No
2025-11-12,Banana Shake,6,56,62,0,11,Yes
2025-11-13,Vanilla Shake,0,110,102,8,0,No
2025-11-13,Chocolate Shake,25,23,48,0,57,Yes
2025-11-13,Banana Shake,0,7,7,0,54,Yes
2025-11-14,Vanilla Shake,8,25,33,0,69,Yes
2025-11-14,Chocolate Shake,0,95,91,4,0,No
2025-11-14,Banana Shake,0,65,53,12,0,No
2025-11-15,Vanilla Shake,0,117,108,9,0,No
2025-11-15,Chocolate Shake,4,6,10,0,84,Yes
2025-11-15,Banana Shake,12,58,55,15,0,No
2025-11-16,Vanilla Shake,9,105,108,6,0,No
2025-11-16,Chocolate Shake,0,91,91,0,10,Yes
2025-11-16,Banana Shake,15,58,72,1,0,No
2025-11-17,Vanilla Shake,6,32,38,0,89,Yes
2025-11-17,Chocolate Shake,0,90,82,8,0,No
2025-11-17,Banana Shake,1,13,14,0,53,Yes
2025-11-18,Vanilla Shake,0,23,23,0,107,Yes
2025-11-18,Chocolate Shake,8,91,99,0,19,Yes
2025-11-18,Banana Shake,0,55,55,0,5,Yes
2025-11-19,Vanilla Shake,0,120,120,0,1,Yes
2025-11-19,Chocolate Shake,0,24,24,0,71,Yes
2025-11-19,Banana Shake,0,58,58,0,8,Yes
2025-11-20,Vanilla Shake,0,9,9,0,105,Yes
2025-11-20,Chocolate Shake,0,92,92,0,22,Yes
2025-11-20,Banana Shake,0,56,56,0,18,Yes
2025-11-21,Vanilla Shake,0,121,121,0,8,Yes
2025-11-21,Chocolate Shake,0,21,21,0,75,Yes
2025-11-21,Banana Shake,0,61,61,0,13,Yes
