date,channel,spend,impressions,clicks,conversions,revenue
2025-06-07,Google,6555.42,135202,2710,243,25070.0
2025-06-07,Influencers,9650.18,332160,2258,63,17580.0
2025-06-08,Instagram,12182.5,143897,7036,712,44446.0
2025-06-08,Google,9476.43,141263,4208,351,28864.0
2025-06-08,Influencers,4373.64,173400,1164,16,7990.0
2025-06-09,Instagram,9717.44,150923,7110,1054,43948.0
2025-06-09,Google,9011.9,129112,6350,848,23373.0
2025-06-09,Influencers,12740.81,425904,2392,46,17578.0
2025-06-10,Instagram,9113.56,136156,6429,1259,42948.0
2025-06-10,Google,7237.02,156976,4743,420,21572.0
2025-06-10,Influencers,10740.06,362273,1846,50,17779.0
2025-06-11,Instagram,10178.78,95401,5679,670,47144.0
2025-06-11,Google,8019.55,148375,4395,264,21873.0
2025-06-11,Influencers,8066.59,231066,1764,59,17479.0
2025-06-12,Instagram,6495.96,92336,3960,439,31162.0
2025-06-12,Google,10000.86,223465,7108,453,30064.0
2025-06-12,Influencers,16921.64,321799,3619,118,23170.0
2025-06-13,Instagram,9806.62,310417,9458,1860,48245.0
2025-06-13,Google,9576.05,105215,4829,491,24370.0
2025-06-13,Influencers,10779.01,269514,1893,66,15479.0
2025-06-14,Instagram,10516.67,138246,7427,1304,42151.0
2025-06-14,Google,8643.47,97421,4317,322,22472.0
2025-06-14,Influencers,8388.96,155411,2256,80,14083.0
2025-06-15,Instagram,8362.92,212545,6960,1382,43746.0
2025-06-15,Google,5776.22,66635,3212,303,20576.0
2025-06-15,Influencers,14515.81,197099,2255,36,21277.0
2025-06-16,Instagram,10033.66,163405,8466,1654,44143.0
2025-06-16,Google,7671.41,169477,4313,567,27269.0
2025-06-16,Influencers,8639.11,125346,1492,48,13484.0
2025-06-17,Instagram,10578.35,221905,10439,1897,41950.0
2025-06-17,Google,12722.51,214577,10536,663,33860.0
2025-06-17,Influencers,12162.53,150872,2057,22,17378.0
2025-06-18,Instagram,8413.01,91646,4730,698,40154.0
2025-06-18,Google,9629.12,129029,3937,322,25370.0
2025-06-18,Influencers,12240.75,173819,1869,56,17580.0
2025-06-19,Instagram,9832.63,163138,6634,778,37355.0
2025-06-19,Google,9787.84,285493,6130,469,28465.0
2025-06-19,Influencers,10111.15,273008,2609,61,17777.0
2025-06-20,Instagram,12726.07,232445,10472,1765,48842.0
2025-06-20,Google,8494.32,79526,3963,242,22074.0
2025-06-20,Influencers,10621.5,147279,2066,62,14484.0
2025-06-21,Instagram,7814.5,105863,6275,971,38850.0
2025-06-21,Google,9412.42,121020,4108,263,23673.0
2025-06-21,Influencers,16577.35,219318,3232,93,22375.0
2025-06-22,Instagram,7011.39,182384,7680,1262,32262.0
2025-06-22,Google,9069.3,120479,3640,242,27466.0
2025-06-22,Influencers,11699.41,119090,1685,19,19577.0
2025-06-23,Instagram,7081.27,171806,6843,825,36457.0
2025-06-23,Google,5091.17,69716,2333,199,18878.0
2025-06-23,Influencers,7302.05,221207,1368,54,13682.0
2025-06-24,Instagram,11924.09,176615,7222,768,42849.0
2025-06-24,Google,10396.22,103885,4613,477,26968.0
2025-06-24,Influencers,10311.6,247562,2330,39,14383.0
2025-06-25,Instagram,12393.0,158859,7569,866,45047.0
2025-06-25,Google,6603.47,117136,4543,280,21674.0
2025-06-25,Influencers,8716.84,163049,1552,29,14783.0
2025-06-26,Instagram,8831.22,244713,10322,1411,38555.0
2025-06-26,Google,8644.57,139727,5582,577,22073.0
2025-06-26,Influencers,9314.68,184051,2417,77,16481.0
2025-06-27,Instagram,7554.7,141042,7991,1373,36456.0
2025-06-27,Google,6064.6,205264,4301,588,17977.0
2025-06-27,Influencers,7035.75,187368,1454,36,15283.0
2025-06-28,Instagram,7738.12,125383,4904,507,37356.0
2025-06-28,Google,9836.76,171951,5971,463,28667.0
2025-06-28,Influencers,10062.62,420808,2314,88,17578.0
2025-06-29,Instagram,6950.69,149734,7846,890,34261.0
2025-06-29,Google,7451.1,94624,3885,292,26766.0
2025-06-29,Influencers,13563.99,449220,3265,76,18677.0
2025-06-30,Instagram,10638.9,201761,10363,1242,46746.0
2025-06-30,Google,10896.71,163456,5403,472,28764.0
2025-06-30,Influencers,6844.04,96685,1093,19,14084.0
2025-07-01,Instagram,7005.25,161294,5923,968,34059.0
2025-07-01,Google,6940.23,95601,4270,554,21675.0
2025-07-01,Influencers,3754.61,43168,639,9,5992.0
2025-07-02,Instagram,7290.22,114365,5523,686,32464.0
2025-07-02,Google,6558.31,84277,3320,242,22274.0
2025-07-02,Influencers,7271.79,98488,1235,27,14682.0
2025-07-03,Instagram,9197.19,100251,5935,1108,39453.0
2025-07-03,Google,7769.31,115103,4798,497,23574.0
2025-07-03,Influencers,7511.93,136364,1615,40,11385.0
2025-07-04,Instagram,7231.37,157150,5111,942,32161.0
2025-07-04,Google,8715.22,140564,6408,860,23372.0
2025-07-04,Influencers,8800.77,425924,2348,41,14283.0
2025-07-05,Instagram,9784.14,199084,10298,1492,38355.0
2025-07-05,Google,9109.0,193710,6023,691,22773.0
2025-07-05,Influencers,8449.42,142370,1256,41,13485.0
2025-07-06,Instagram,9748.84,129881,5488,830,40552.0
2025-07-06,Google,7127.75,76354,3070,222,23472.0
2025-07-06,Influencers,4459.54,99930,773,13,9689.0
2025-07-07,Instagram,7089.38,125640,4552,896,37355.0
2025-07-07,Google,7310.95,124970,5692,497,19479.0
2025-07-07,Influencers,10047.8,129942,1717,33,16680.0
2025-07-08,Instagram,7748.08,97370,5500,668,39652.0
2025-07-08,Google,4049.47,46425,1960,140,15682.0
2025-07-08,Influencers,8665.08,167147,1675,51,11986.0
2025-07-09,Instagram,7463.46,147704,6674,911,38753.0
2025-07-09,Google,7193.55,222145,4708,622,23971.0
2025-07-09,Influencers,8421.92,150179,1686,60,13784.0
2025-07-10,Instagram,8930.45,153565,8915,1606,34759.0
2025-07-10,Google,6843.45,119164,4961,548,19477.0
2025-07-10,Influencers,7138.69,133047,1520,41,13985.0
2025-07-11,Instagram,8008.19,115538,6590,1118,28965.0
2025-07-11,Google,6586.44,83989,4137,538,25070.0
2025-07-11,Influencers,6786.03,117138,1261,35,12186.0
2025-07-12,Instagram,8736.19,248509,10089,1508,40055.0
2025-07-12,Google,5903.26,82987,3958,419,16680.0
2025-07-12,Influencers,4246.01,56873,634,16,8988.0
2025-07-13,Instagram,7740.07,114435,6834,1227,32361.0
2025-07-13,Google,8337.68,106608,5257,402,26569.0
2025-07-13,Influencers,7370.91,146295,1807,24,10787.0
2025-07-14,Instagram,6366.63,109758,4529,804,32961.0
2025-07-14,Google,5507.96,85597,2953,261,21872.0
2025-07-14,Influencers,10490.78,112734,1628,36,22676.0
2025-07-15,Instagram,10372.92,210118,9091,1592,38555.0
2025-07-15,Google,4861.52,88863,2578,184,17979.0
2025-07-15,Influencers,9171.21,107356,1385,47,15982.0
2025-07-16,Instagram,8548.65,225476,7977,1028,33261.0
2025-07-16,Google,9132.43,105211,4320,446,23972.0
2025-07-16,Influencers,10288.91,376345,2100,83,15780.0
2025-07-17,Instagram,6704.77,99551,3936,551,28864.0
2025-07-17,Google,8008.03,173471,6489,723,31962.0
2025-07-17,Influencers,10939.35,287979,2053,24,17780.0
2025-07-18,Instagram,8870.27,207569,6424,1255,32261.0
2025-07-18,Google,7452.48,115054,5596,730,20675.0
2025-07-18,Influencers,6870.21,142202,1586,42,14982.0
2025-07-19,Instagram,9116.62,111262,6454,1060,38653.0
2025-07-19,Google,8273.8,136232,6234,456,21479.0
2025-07-19,Influencers,12109.66,266951,2470,71,17478.0
2025-07-20,Instagram,9902.34,111728,5561,857,43350.0
2025-07-20,Google,8499.0,155241,6990,952,22072.0
2025-07-20,Influencers,10274.97,196638,1768,36,18678.0
2025-07-21,Instagram,6851.68,143827,6513,1232,37657.0
2025-07-21,Google,4396.23,113919,3471,441,16480.0
2025-07-21,Influencers,10525.32,366500,2046,80,17979.0
2025-07-22,Instagram,9319.64,200165,10206,1802,44549.0
2025-07-22,Google,6696.66,152428,4492,418,18877.0
2025-07-22,Influencers,8052.14,120011,1459,39,17278.0
2025-07-23,Instagram,7455.54,133555,5783,1010,32561.0
2025-07-23,Google,8671.68,110725,5145,626,29467.0
2025-07-23,Influencers,9492.62,247856,1580,21,16379.0
2025-07-24,Instagram,11951.34,342133,11859,2135,43648.0
2025-07-24,Google,7305.42,149652,4244,543,20874.0
2025-07-24,Influencers,10917.38,410567,2814,88,15881.0
2025-07-25,Instagram,7717.5,285253,9370,1646,39154.0
2025-07-25,Google,5478.09,156261,3420,446,20475.0
2025-07-25,Influencers,7701.06,121439,1189,15,11685.0
2025-07-26,Instagram,7238.07,115329,4179,770,39954.0
2025-07-26,Google,7918.13,71478,3527,396,20076.0
2025-07-26,Influencers,6976.16,157507,1812,28,14183.0
2025-07-27,Instagram,10718.09,274962,9897,1679,38554.0
2025-07-27,Google,5983.11,118769,2905,181,18878.0
2025-07-27,Influencers,14296.74,352255,3282,60,19377.0
2025-07-28,Instagram,7546.68,189992,6469,1263,37157.0
2025-07-28,Google,10421.84,128904,4369,442,27667.0
2025-07-28,Influencers,10335.88,149937,1781,46,16878.0
2025-07-29,Instagram,7374.48,130197,5243,848,33358.0
2025-07-29,Google,8645.59,142941,3598,487,26671.0
2025-07-29,Influencers,5036.88,57860,753,18,7792.0
2025-07-30,Instagram,9757.99,231635,11160,1283,38856.0
2025-07-30,Google,7934.2,120500,3192,206,22773.0
2025-07-30,Influencers,8076.84,152563,1325,37,12585.0
2025-07-31,Instagram,5975.64,162251,5323,589,27368.0
2025-07-31,Google,11120.94,115589,5515,389,32863.0
2025-07-31,Influencers,12833.4,183062,1860,64,18477.0
2025-08-01,Instagram,4228.39,71031,2929,334,21175.0
2025-08-01,Google,8060.47,111169,4020,398,29165.0
2025-08-01,Influencers,10439.65,267119,1771,44,20677.0
2025-08-02,Instagram,8893.59,203620,8988,1592,37059.0
2025-08-02,Google,8549.65,132564,4935,596,22671.0
2025-08-02,Influencers,6793.23,125779,1651,26,11586.0
2025-08-03,Instagram,5933.09,126756,4034,546,28466.0
2025-08-03,Google,8163.17,142449,5899,698,20775.0
2025-08-03,Influencers,5589.95,146411,824,30,11686.0
2025-08-04,Instagram,9850.24,164947,7502,1470,40452.0
2025-08-04,Google,6296.67,55015,2643,194,22772.0
2025-08-04,Influencers,8929.54,194578,1332,14,17779.0
2025-08-05,Instagram,9865.54,108049,6306,1138,40354.0
2025-08-05,Google,7731.6,135956,3537,378,23872.0
2025-08-05,Influencers,9254.73,310839,1729,26,14181.0
2025-08-06,Instagram,9487.93,253200,8626,1651,34159.0
2025-08-06,Google,7912.69,86126,3253,310,26371.0
2025-08-06,Influencers,7116.42,169229,1373,53,10486.0
2025-08-07,Instagram,7427.82,195582,7901,1230,28264.0
2025-08-07,Google,10500.21,125334,5829,793,34562.0
2025-08-07,Influencers,6818.19,166701,1486,18,13784.0
2025-08-08,Instagram,9162.64,212830,7234,1275,35558.0
2025-08-08,Google,9130.22,157066,3704,257,28366.0
2025-08-08,Influencers,6040.09,197129,1352,44,11488.0
2025-08-09,Instagram,5880.95,152565,5359,743,32262.0
2025-08-09,Google,9648.3,107760,3942,450,25871.0
2025-08-09,Influencers,8923.08,186649,1794,72,13084.0
2025-08-10,Instagram,7968.07,171408,7656,948,30663.0
2025-08-10,Google,5725.59,135348,4672,616,18775.0
2025-08-10,Influencers,11568.04,147143,1931,32,23474.0
2025-08-11,Instagram,8491.52,101927,5959,982,31263.0
2025-08-11,Google,6780.73,224020,5541,531,19776.0
2025-08-11,Influencers,12083.71,178059,1980,41,16281.0
2025-08-12,Instagram,7571.84,124134,4616,903,32061.0
2025-08-12,Google,9357.91,236288,4806,589,26370.0
2025-08-12,Influencers,9054.44,121130,1609,29,16880.0
2025-08-13,Instagram,8683.01,201325,6958,1198,31264.0
2025-08-13,Google,7159.8,111428,3926,449,22872.0
2025-08-13,Influencers,7042.23,116853,1545,37,14683.0
2025-08-14,Instagram,7016.64,69873,4144,431,36554.0
2025-08-14,Google,7832.7,105373,4461,546,22275.0
2025-08-14,Influencers,10269.18,236084,2505,30,14083.0
2025-08-15,Instagram,8411.69,111653,6633,1080,38554.0
2025-08-15,Google,6723.39,139349,4292,363,20075.0
2025-08-15,Influencers,8379.83,115835,1509,17,11686.0
2025-08-16,Instagram,7820.57,166719,7329,1050,32161.0
2025-08-16,Google,8271.8,165954,6604,420,24470.0
2025-08-16,Influencers,8802.95,367493,1860,45,18779.0
2025-08-17,Instagram,9177.92,134387,5978,1046,39056.0
2025-08-17,Google,4626.74,79900,2496,288,14283.0
2025-08-17,Influencers,6943.88,80997,1015,29,14881.0
2025-08-18,Instagram,6232.67,73714,3879,470,32461.0
2025-08-18,Google,7640.91,98933,3811,406,20776.0
2025-08-18,Influencers,8546.85,124258,1562,17,12784.0
2025-08-19,Instagram,10583.29,184304,7252,1445,38956.0
2025-08-19,Google,7712.46,225318,4665,485,23473.0
2025-08-19,Influencers,7398.19,306071,2090,80,15181.0
2025-08-20,Instagram,13227.67,479706,16413,2577,47547.0
2025-08-20,Google,4429.03,58459,2229,295,14483.0
2025-08-20,Influencers,5716.16,72805,891,18,11886.0
2025-08-21,Instagram,7431.8,111111,6472,840,32863.0
2025-08-21,Google,9333.94,152052,3871,329,25069.0
2025-08-21,Influencers,9231.81,237071,2035,68,19778.0
2025-08-22,Instagram,8000.25,105614,4602,676,29764.0
2025-08-22,Google,7313.35,96170,3747,460,21376.0
2025-08-22,Influencers,15742.7,286514,2257,44,24470.0
2025-08-23,Instagram,9557.77,226216,10416,1327,38056.0
2025-08-23,Google,8137.5,94865,4559,637,22175.0
2025-08-23,Influencers,7578.96,102038,1107,35,12785.0
2025-08-24,Instagram,11497.31,191417,9581,1120,41250.0
2025-08-24,Google,7366.24,72770,3574,458,19376.0
2025-08-24,Influencers,9955.78,208029,1476,22,15782.0
2025-08-25,Instagram,9482.87,191186,10796,2131,41552.0
2025-08-25,Google,5889.6,77175,3269,327,17978.0
2025-08-25,Influencers,13709.15,303807,2990,78,19176.0
2025-08-26,Instagram,7242.47,278022,8700,1007,31163.0
2025-08-26,Google,6342.52,72640,3393,321,23472.0
2025-08-26,Influencers,6746.15,102850,1102,17,13086.0
2025-08-27,Instagram,9104.88,210691,9190,978,34456.0
2025-08-27,Google,9284.33,120060,4622,617,25273.0
2025-08-27,Influencers,10127.73,232737,1943,37,17979.0
2025-08-28,Instagram,9153.57,123468,6063,651,32861.0
2025-08-28,Google,3991.74,57027,2531,186,14383.0
2025-08-28,Influencers,12060.78,358868,2679,63,17281.0
2025-08-29,Instagram,5896.17,128315,4612,844,32060.0
2025-08-29,Google,5515.86,53139,2471,163,20575.0
2025-08-29,Influencers,8632.51,123086,1421,41,13882.0
2025-08-30,Instagram,7551.48,189034,8277,1240,34657.0
2025-08-30,Google,6089.94,70643,3078,351,23273.0
2025-08-30,Influencers,8215.28,177915,1358,17,15382.0
2025-08-31,Instagram,8552.02,95540,4846,861,41351.0
2025-08-31,Google,5142.57,142756,3396,462,18380.0
2025-08-31,Influencers,6921.84,106157,1056,29,11886.0
2025-09-01,Instagram,9618.67,164455,6206,987,49241.0
2025-09-01,Google,8502.18,133435,4740,529,23872.0
2025-09-01,Influencers,15562.06,156243,2276,70,21773.0
2025-09-02,Instagram,9286.85,130499,5658,1093,38554.0
2025-09-02,Google,6636.86,73191,3158,253,22174.0
2025-09-02,Influencers,12658.81,522125,2621,82,20774.0
2025-09-03,Instagram,11438.61,211238,6916,973,42450.0
2025-09-03,Google,5315.98,54121,2632,366,20377.0
2025-09-03,Influencers,7334.08,105142,1068,11,14183.0
2025-09-04,Instagram,13850.16,223026,8745,911,49542.0
2025-09-04,Google,8020.52,128832,5241,562,23073.0
2025-09-04,Influencers,6250.67,110875,959,26,13183.0
2025-09-05,Instagram,8299.67,133023,6686,1240,37255.0
2025-09-05,Google,9536.97,182588,6067,839,28664.0
2025-09-05,Influencers,13712.15,506864,3542,126,21178.0
2025-09-06,Instagram,8205.75,96766,5540,862,38952.0
2025-09-06,Google,10721.78,248707,6356,459,34860.0
2025-09-06,Influencers,7892.64,270334,2214,85,14684.0
2025-09-07,Instagram,8833.36,159899,7261,1314,43548.0
2025-09-07,Google,7819.04,131538,3308,359,30764.0
2025-09-07,Influencers,5489.9,108876,798,16,12187.0
2025-09-08,Instagram,11132.34,214498,7368,1081,45749.0
2025-09-08,Google,5508.36,50621,2419,336,14181.0
2025-09-08,Influencers,12359.39,410663,2151,57,18878.0
2025-09-09,Instagram,8247.54,122297,4643,843,42748.0
2025-09-09,Google,6386.54,118965,2574,155,24073.0
2025-09-09,Influencers,8797.03,211720,2004,42,17777.0
2025-09-10,Instagram,12337.51,153915,8223,1606,45842.0
2025-09-10,Google,9166.67,141819,6378,616,23374.0
2025-09-10,Influencers,14824.56,384273,2860,35,21974.0
2025-09-11,Instagram,13661.3,343078,11040,1983,49142.0
2025-09-11,Google,5355.06,113975,4009,461,20873.0
2025-09-11,Influencers,13554.68,253726,2203,48,20177.0
2025-09-12,Instagram,10498.31,292738,13049,1707,44948.0
2025-09-12,Google,6326.96,137600,4377,584,22772.0
2025-09-12,Influencers,6749.85,174098,1217,21,10088.0
2025-09-13,Instagram,9571.04,179936,7667,1294,50540.0
2025-09-13,Google,8923.44,134642,3736,361,22873.0
2025-09-13,Influencers,8407.73,219261,1676,57,18077.0
2025-09-14,Instagram,7616.62,98706,5054,931,38157.0
2025-09-14,Google,9908.64,131562,4035,377,30764.0
2025-09-14,Influencers,7270.2,99540,1482,16,11684.0
2025-09-15,Instagram,11919.23,198274,10863,1209,43248.0
2025-09-15,Google,7552.65,88000,3148,381,24373.0
2025-09-15,Influencers,7117.04,131919,1561,48,14084.0
2025-09-16,Instagram,10306.88,188126,10509,1905,37452.0
2025-09-16,Google,9954.43,193040,8203,730,32963.0
2025-09-16,Influencers,8771.73,232727,2317,71,14682.0
2025-09-17,Instagram,8966.36,185354,7927,965,47643.0
2025-09-17,Google,6084.76,132746,3864,403,22872.0
2025-09-17,Influencers,11841.13,285944,1700,18,17877.0
2025-09-18,Instagram,7007.94,223074,7449,1390,38354.0
2025-09-18,Google,7497.84,121758,4067,362,29464.0
2025-09-18,Influencers,10837.85,427201,2843,51,16281.0
2025-09-19,Instagram,10071.75,192086,6370,1176,42251.0
2025-09-19,Google,6428.51,158052,4173,527,22574.0
2025-09-19,Influencers,9498.67,169768,2260,26,13684.0
2025-09-20,Instagram,7987.77,210534,6377,1239,35058.0
2025-09-20,Google,5510.42,83390,2831,319,19476.0
2025-09-20,Influencers,11335.7,230637,1934,67,18580.0
2025-09-21,Instagram,13410.5,378119,13786,2006,53736.0
2025-09-21,Google,6767.7,98685,3638,491,25869.0
2025-09-21,Influencers,6684.42,125970,1257,37,14083.0
2025-09-22,Instagram,11837.59,267700,10952,1615,50538.0
2025-09-22,Google,6868.81,202077,5172,690,27269.0
2025-09-22,Influencers,10367.58,117455,1530,55,21175.0
2025-09-23,Instagram,8559.12,146219,6140,922,46048.0
2025-09-23,Google,9408.16,138993,4480,307,24770.0
2025-09-23,Influencers,8304.64,124006,1675,65,15881.0
2025-09-24,Instagram,12083.26,378589,12312,2327,45046.0
2025-09-24,Google,5434.07,85203,2185,237,21473.0
2025-09-24,Influencers,6980.64,179362,1306,24,13783.0
2025-09-25,Instagram,8994.91,246518,11243,1777,39251.0
2025-09-25,Google,6272.3,51910,2514,276,20374.0
2025-09-25,Influencers,17389.24,338843,3749,49,24472.0
2025-09-26,Instagram,9546.17,192872,6463,952,45347.0
2025-09-26,Google,7385.31,73546,3395,331,24572.0
2025-09-26,Influencers,13071.08,388317,1964,48,22272.0
2025-09-27,Instagram,10382.14,216841,9382,1424,40455.0
2025-09-27,Google,9104.24,142815,5810,805,23371.0
2025-09-27,Influencers,8672.76,192604,1314,46,14982.0
2025-09-28,Instagram,8052.66,97312,4973,722,44248.0
2025-09-28,Google,6968.89,184179,5790,573,23172.0
2025-09-28,Influencers,8817.16,290170,2185,70,17179.0
2025-09-29,Instagram,7997.0,110472,4487,599,37456.0
2025-09-29,Google,8389.62,77786,3888,305,23572.0
2025-09-29,Influencers,9435.19,251666,2227,61,18578.0
2025-09-30,Instagram,9239.41,107598,5710,969,37455.0
2025-09-30,Google,9524.51,250135,6326,863,24172.0
2025-09-30,Influencers,11896.0,228714,2352,50,20774.0
2025-10-01,Instagram,15223.85,183689,9896,1884,58432.0
2025-10-01,Google,9747.03,133164,5624,412,26666.0
2025-10-01,Influencers,13173.26,242349,2574,30,21674.0
2025-10-02,Instagram,12952.33,295334,11492,2165,49840.0
2025-10-02,Google,10082.22,206314,5788,395,37053.0
2025-10-02,Influencers,18042.93,456783,3637,77,25569.0
2025-10-03,Instagram,11831.53,174795,9551,1433,43645.0
2025-10-03,Google,13353.18,299013,9737,779,38054.0
2025-10-03,Influencers,13652.73,504421,3413,73,24572.0
2025-10-04,Instagram,16407.16,383294,18390,2223,63422.0
2025-10-04,Google,9801.06,180948,4027,262,29666.0
2025-10-04,Influencers,17984.07,553693,3044,121,24170.0
2025-10-05,Instagram,11779.8,214051,12527,2120,45145.0
2025-10-05,Google,8914.03,92895,3944,395,31563.0
2025-10-05,Influencers,11901.21,146971,1763,59,16080.0
2025-10-06,Instagram,12036.89,297734,10096,1667,48846.0
2025-10-06,Google,9179.0,161175,6004,435,28765.0
2025-10-06,Influencers,7214.38,111136,1156,42,13283.0
2025-10-07,Instagram,12336.19,481192,15035,2515,57129.0
2025-10-07,Google,9399.06,193158,5526,348,34061.0
2025-10-07,Influencers,9855.34,288482,2199,81,20674.0
2025-10-08,Instagram,11957.25,250578,7598,973,57633.0
2025-10-08,Google,11734.88,252791,7166,935,37053.0
2025-10-08,Influencers,13873.75,396348,3814,75,22472.0
2025-10-09,Instagram,13847.18,295085,17154,2602,54333.0
2025-10-09,Google,7509.64,132096,4034,339,27266.0
2025-10-09,Influencers,12246.54,606815,3045,60,17278.0
2025-10-10,Instagram,16725.81,346912,19098,2925,60325.0
2025-10-10,Google,12468.66,127560,5848,664,32463.0
2025-10-10,Influencers,13569.04,204222,2067,61,18377.0
2025-10-11,Instagram,13517.25,171255,9702,1318,61328.0
2025-10-11,Google,9221.16,222312,4613,496,26967.0
2025-10-11,Influencers,11205.36,122681,1635,36,15880.0
2025-10-12,Instagram,12714.35,318193,14127,2425,51737.0
2025-10-12,Google,11859.05,168392,5131,595,34061.0
2025-10-12,Influencers,11912.71,514066,3176,126,23073.0
2025-10-13,Instagram,10385.34,171767,9731,1600,52539.0
2025-10-13,Google,8305.88,81649,3623,286,24271.0
2025-10-13,Influencers,16439.5,279858,3447,60,24972.0
2025-10-14,Instagram,10062.27,388340,12068,2242,49740.0
2025-10-14,Google,13223.16,231123,5682,536,34558.0
2025-10-14,Influencers,9670.29,175546,1449,43,14780.0
2025-10-15,Instagram,7634.31,96709,4595,911,37851.0
2025-10-15,Google,7568.58,92290,4145,521,24770.0
2025-10-15,Influencers,18393.66,261712,3247,104,24972.0
2025-10-16,Instagram,8702.41,100964,5274,731,45944.0
2025-10-16,Google,9988.13,177856,4258,326,28066.0
2025-10-16,Influencers,11522.6,252246,1962,58,19478.0
2025-10-17,Instagram,10921.58,225239,9088,1535,50742.0
2025-10-17,Google,7227.41,149606,4696,371,24670.0
2025-10-17,Influencers,11967.76,135593,1874,70,17379.0
2025-10-18,Instagram,8902.47,157781,5709,1123,42947.0
2025-10-18,Google,10535.38,384112,8749,1177,36061.0
2025-10-18,Influencers,9791.22,110605,1486,30,19877.0
2025-10-19,Instagram,9793.01,230914,10844,1419,45946.0
2025-10-19,Google,7968.08,265194,5944,692,27167.0
2025-10-19,Influencers,10094.14,157812,1450,44,15181.0
2025-10-20,Instagram,13641.86,263442,11746,2220,60027.0
2025-10-20,Google,10525.34,283494,7381,996,32960.0
2025-10-20,Influencers,8113.76,168085,2313,47,16979.0
2025-10-21,Instagram,7856.81,239303,8072,1171,43149.0
2025-10-21,Google,8225.82,110082,4082,571,30065.0
2025-10-21,Influencers,14525.31,238613,2912,73,23572.0
2025-10-22,Instagram,12620.12,144833,7779,1424,48238.0
2025-10-22,Google,10876.91,181887,6543,442,37955.0
2025-10-22,Influencers,9541.58,130671,1484,25,15181.0
2025-10-23,Instagram,14117.11,252661,12095,1334,61525.0
2025-10-23,Google,9672.21,280640,6083,540,35558.0
2025-10-23,Influencers,12693.92,221773,2615,44,18876.0
2025-10-24,Instagram,16354.27,285327,10272,1319,81606.0
2025-10-24,Google,9953.52,176834,7975,846,38255.0
2025-10-24,Influencers,15181.51,189583,2321,38,29568.0
2025-10-25,Instagram,19268.55,332959,11632,1242,84997.0
2025-10-25,Google,13478.42,245637,5784,626,49840.0
2025-10-25,Influencers,17569.55,211210,2961,67,35761.0
2025-10-26,Instagram,15813.11,245040,12958,2181,65920.0
2025-10-26,Google,10971.78,223357,5159,631,30561.0
2025-10-26,Influencers,11450.78,210099,2543,83,24671.0
2025-10-27,Instagram,12880.26,222519,11692,1193,62028.0
2025-10-27,Google,13625.22,268228,7920,691,39252.0
2025-10-27,Influencers,16502.38,588008,4501,170,23671.0
2025-10-28,Instagram,14649.45,280850,15418,2020,75010.0
2025-10-28,Google,7069.59,121927,4309,441,26167.0
2025-10-28,Influencers,18104.77,367542,2668,82,26868.0
2025-10-29,Instagram,11442.64,443823,13559,1508,54138.0
2025-10-29,Google,10404.3,175522,5997,411,30564.0
2025-10-29,Influencers,13852.76,171106,2219,34,21572.0
2025-10-30,Instagram,12331.41,296044,11256,2030,65922.0
2025-10-30,Google,13391.15,394858,8518,648,46648.0
2025-10-30,Influencers,11470.14,273396,2086,77,19375.0
2025-10-31,Instagram,11128.0,119638,6774,1167,47842.0
2025-10-31,Google,15240.81,323915,12621,1731,40154.0
2025-10-31,Influencers,10840.14,569572,3035,70,20477.0
2025-11-01,Instagram,17756.48,248629,11231,2150,73409.0
2025-11-01,Google,13108.77,335929,8721,1047,35058.0
2025-11-01,Influencers,20725.87,868557,4819,134,28467.0
2025-11-02,Instagram,13996.89,169596,8473,1598,66024.0
2025-11-02,Google,11763.04,202485,6761,542,37559.0
2025-11-02,Influencers,19184.22,210414,3074,102,28467.0
2025-11-03,Instagram,17075.6,432245,16000,3016,63919.0
2025-11-03,Google,14818.43,209615,6091,393,37357.0
2025-11-03,Influencers,16864.3,318807,3830,70,22672.0
2025-11-04,Instagram,12982.21,167107,8061,1062,64427.0
2025-11-04,Google,9252.73,86916,4254,557,36556.0
2025-11-04,Influencers,18635.38,757043,4087,69,25267.0
2025-11-05,Instagram,17693.27,183923,10730,1803,72712.0
2025-11-05,Google,9200.14,220371,4884,431,34460.0
2025-11-05,Influencers,14748.41,345882,3949,85,30367.0
2025-11-06,Instagram,18277.03,470208,20756,2377,71614.0
2025-11-06,Google,10911.44,155873,4964,577,36754.0
2025-11-06,Influencers,19700.74,262229,3057,101,26366.0
2025-11-07,Instagram,10653.18,197143,10404,1808,45544.0
2025-11-07,Google,11949.53,117069,5456,569,32561.0
2025-11-07,Influencers,13682.11,205008,2373,38,22868.0
2025-11-08,Instagram,11932.55,167105,8495,942,50840.0
2025-11-08,Google,9289.61,121616,4400,390,30463.0
2025-11-08,Influencers,10325.14,366576,2143,62,20573.0
2025-11-09,Instagram,13289.21,305157,14831,2010,52037.0
2025-11-09,Google,11976.38,126163,4994,446,31761.0
2025-11-09,Influencers,11711.03,304885,2113,65,19577.0
2025-11-10,Instagram,11983.13,154256,8424,1589,52138.0
2025-11-10,Google,9685.89,185813,6236,446,27765.0
2025-11-10,Influencers,14471.93,389233,3718,122,20976.0
2025-11-11,Instagram,13905.66,296282,14084,2152,55734.0
2025-11-11,Google,12586.1,339799,7070,459,31864.0
2025-11-11,Influencers,10213.15,350754,2308,48,17078.0
